,category,name,format,price,unit
330,Salazones y ahumados,Boquerones en vinagre Hacendado en aceite de girasol,Bandeja 80 g (60 g escurrido),1.75,ud.
331,Salazones y ahumados,Boquerones al vinagre Hacendado en aceite de girasol,Tarrina 330 g (265 g escurrido),5.8,ud.
332,Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,Lata 42 g (29 g escurrido),1.2,ud.
333,Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,3 bandejas x 29 g,2.95,pack
334,Salazones y ahumados,Filetes de sardina anchoada Hacendado en aceite de girasol,Bandeja 80 g (60 g escurrido),1.6,ud.
335,Salazones y ahumados,Migas de bacalao desaladas Hacendado,Bandeja 300 g,6.55,ud.
336,Salazones y ahumados,Filetes de sardina marinada Hacendado en aceite de oliva virgen extra,Bandeja 80 g (50 g escurrido),1.5,ud.
337,Salazones y ahumados,Sucedáneo de caviar negro Ubago Caviartic,Tarro 75 g,1.85,ud.
338,Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,Bandeja 140 g (110 g escurrido),6.55,ud.
339,Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,Lata 74 g (50 g escurrido),3.65,ud.
340,Salazones y ahumados,Mojama de atún superior en taco Hacendado seca salada,Paquete 200 g aprox.,8.2,ud.
341,Salazones y ahumados,Palito de bacalao salado Hacendado,Paquete 74 g aprox.,3.18,ud.
342,Salazones y ahumados,Migas de bacalao saladas,Bandeja 250 g,5.55,ud.
343,Salazones y ahumados,Trozos de bacalao salado,Paquete 400 g,4.55,ud.
344,Salazones y ahumados,Hoja de bacalao,Paquete 800 g aprox.,13.92,ud.
345,Salazones y ahumados,Salmón ahumado Hacendado,Paquete 100 g aprox.,3.9,ud.
346,Salazones y ahumados,Salmón ahumado Hacendado,2 paquetes x 150 g,11.1,pack
347,Salazones y ahumados,Bacalao ahumado Hacendado en aceite de girasol,Bandeja 110 g (80 g escurrido),3.2,ud.
348,Salazones y ahumados,Salmón marinado Hacendado,Paquete 80 g,3.5,ud.
349,Salazones y ahumados,Filetes de sardina ahumada Hacendado en aceite de girasol,Bandeja 85 g (65 g escurrido),2.0,ud.
350,Salazones y ahumados,Taquitos de salmón ahumado Hacendado,Paquete 100 g,3.8,ud.
351,Cerdo,Costillas de cerdo carnosas a tacos,Bandeja 530 g aprox.,4.08,ud.
352,Cerdo,Filetes lomo de cerdo,Bandeja 400 g aprox.,2.84,ud.
353,Cerdo,Filetes lomo de cerdo familiar,Bandeja 900 g aprox.,6.29,ud.
354,Cerdo,Carrillada de cerdo,Bandeja 500 g aprox.,6.55,ud.
355,Cerdo,Costilla de cerdo ibérico adobada,Bandeja 600 g aprox.,4.11,ud.
356,Cerdo,Chuletas de cerdo sajonia,Bandeja 290 g aprox.,2.77,ud.
357,Cerdo,Costilla de cerdo churrasco,Pieza 900 g aprox.,4.95,ud.
358,Cerdo,Panceta,Bandeja 500 g aprox.,3.45,ud.
359,Cerdo,Manos de cerdo,Bandeja 500 g aprox.,3.1,ud.
360,Cerdo,Cerdo a tacos,Bandeja 560 g aprox.,3.22,ud.
361,Cerdo,Lomo de cerdo adobado,Bandeja 470 g aprox.,3.38,ud.
362,Cerdo,Lomo de cerdo adobado familiar,Bandeja 900 g aprox.,6.08,ud.
363,Cerdo,San Jacobos de cerdo sin gluten,Bandeja 400 g aprox.,2.52,ud.
364,Cerdo,Filetes lomo de cerdo cabeza,Bandeja 550 g aprox.,3.69,ud.
365,Cerdo,Flautas de bacón y queso,Bandeja 280 g,2.0,ud.
366,Cerdo,Secreto de cerdo,Bandeja 400 g aprox.,2.56,ud.
367,Cerdo,Media careta de cerdo sin oreja,Bandeja 420 g aprox.,2.34,ud.
368,Cerdo,Manteca de cerdo Mont-Palau para cocinar,Tarrina 400 g,2.3,ud.
369,Cerdo,Fiambre de magro de cerdo adobado,Paquete 370 g,2.68,ud.
370,Cerdo,Codillo de cerdo,Bandeja 480 g aprox.,2.5,ud.
371,Cerdo,Filetes hígado de cerdo,Bandeja 450 g aprox.,2.41,ud.
372,Cerdo,Filetes lomo al ajillo,Bandeja 500 g aprox.,3.88,ud.
373,Cerdo,Lomo de cerdo grueso,Bandeja 300 g aprox.,2.19,ud.
374,Cerdo,Figatells de cerdo,Bandeja 460 g aprox.,3.84,ud.
375,Cerdo,Presa de cerdo ibérico,Bandeja 240 g aprox.,6.82,ud.
376,Cerdo,Secreto de cerdo ibérico,Bandeja 250 g aprox.,5.93,ud.
377,Cerdo,Sesos de cerdo,Bandeja 130 g,2.95,ud.
378,Cerdo,Medallones preparado de solomillo cerdo provenzal,Bandeja 400 g aprox.,4.2,ud.
379,Cerdo,Pinchos de cerdo sin varilla,Bandeja 510 g aprox.,4.28,ud.
380,Cerdo,Chuletas lomo de cerdo,Bandeja 480 g aprox.,3.1,ud.
381,Cerdo,Chuletas aguja de cerdo,Bandeja 650 g aprox.,3.97,ud.
382,Cerdo,Lomo de cerdo ibérico,Bandeja 285 g aprox.,6.26,ud.
383,Cerdo,Solomillo de cerdo,Paquete 500 g aprox.,4.1,ud.
384,Cerdo,Filetes lomo de cerdo extra tiernos,Bandeja 460 g aprox.,3.49,ud.
385,Cerdo,Libritos de cerdo rellenos de pimiento verde y jamón curado empanados sin gluten,Bandeja 380 g aprox.,3.84,ud.
386,Cerdo,Lomo de cerdo trozo,Pieza 800 g aprox.,4.23,ud.
387,Cerdo,Pieza magro cabeza de cerdo,"Pieza 1,2 kg aprox.",6.47,ud.
388,Cerdo,Costilleja de cerdo,Pieza 770 g aprox.,4.24,ud.
389,Cerdo,Lomo de cerdo marinado empanado,Bandeja 400 g aprox.,3.3,ud.
390,Aves y pollo,Filetes pechuga de pavo,Bandeja 600 g aprox.,4.92,ud.
391,Aves y pollo,Filetes pechuga de pavo Procavi corte fino,Bandeja 570 g aprox.,5.64,ud.
392,Aves y pollo,Chuletas de pavo contramuslo,Bandeja 760 g aprox.,5.49,ud.
393,Aves y pollo,Tacos de pavo,Bandeja 600 g aprox.,4.44,ud.
394,Aves y pollo,Solomillo de pavo,Bandeja 600 g aprox.,4.74,ud.
395,Aves y pollo,Chuletas de pavo al ajillo,Bandeja 600 g aprox.,4.14,ud.
396,Aves y pollo,Brochetas de pavo,Bandeja 500 g aprox.,4.35,ud.
397,Aves y pollo,Pechugas de pavo pimentón,Bandeja 580 g aprox.,4.92,ud.
398,Aves y pollo,Filetes de pavo contramuslo Procavi,Bandeja 500 g aprox.,3.95,ud.
399,Aves y pollo,Codornices abiertas,Bandeja 300 g aprox.,3.87,ud.
400,Aves y pollo,Foie gras de pato fresco Martiko,Paquete 135 g,9.45,ud.
401,Aves y pollo,Codornices,Bandeja 350 g aprox.,4.16,ud.
402,Aves y pollo,Magret de pato,Pieza 380 g aprox.,9.12,ud.
403,Aves y pollo,Medallones solomillo de pavo,Bandeja 300 g aprox.,3.39,ud.
404,Aves y pollo,Filetes pechuga de pollo corte fino,Bandeja 500 g aprox.,4.28,ud.
405,Aves y pollo,Filetes pechuga de pollo,Bandeja 650 g aprox.,4.81,ud.
406,Aves y pollo,Contramuslos de pollo deshuesados y sin piel,Bandeja 550 g aprox.,3.96,ud.
407,Aves y pollo,Solomillos de pollo,Bandeja 600 g aprox.,5.04,ud.
408,Aves y pollo,Pechugas enteras de pollo,"Bandeja 1,2 kg aprox.",6.95,ud.
409,Aves y pollo,Cuartos traseros familiar de pollo,"Bandeja 1,6 kg aprox.",4.88,ud.
410,Aves y pollo,Cuartos traseros de pollo,Bandeja 800 g aprox.,2.72,ud.
411,Aves y pollo,Muslos de pollo deshuesados con piel,Bandeja 500 g aprox.,2.88,ud.
412,Aves y pollo,Pechugas enteras de pollo,Bandeja 500 g aprox.,3.58,ud.
413,Aves y pollo,Medio pollo troceado,Bandeja 900 g aprox.,3.86,ud.
414,Aves y pollo,Brochetas de pollo,Bandeja 370 g aprox.,3.2,ud.
415,Aves y pollo,Jamoncitos de pollo,Bandeja 920 g aprox.,3.59,ud.
416,Aves y pollo,Alas partidas de pollo,Bandeja 600 g aprox.,3.23,ud.
417,Aves y pollo,Carcasa y espinazo de pollo,Bandeja 1 kg aprox.,1.5,ud.
418,Aves y pollo,Pechugas de pollo marinadas empanadas sin gluten,Bandeja 360 g aprox.,2.83,ud.
419,Aves y pollo,Filetes pechuga de pollo certificado alimentado con un 50% de maíz,Bandeja 500 g aprox.,4.59,ud.
420,Aves y pollo,Flautas de pollo y queso,Bandeja 280 g,2.0,ud.
421,Aves y pollo,Pechugas de pollo finas hierbas marinadas,Bandeja 650 g aprox.,4.81,ud.
422,Aves y pollo,Pollo entero,"Bandeja 1,9 kg aprox.",6.17,ud.
423,Aves y pollo,Hígados y corazones de pollo,Tarrina 450 g aprox.,1.73,ud.
424,Aves y pollo,Cuartos traseros de pollo certificado alimentado con un 50% de maíz,Bandeja 900 g aprox.,4.41,ud.
425,Aves y pollo,Medallones pechuga de pollo marinado,Bandeja 650 g aprox.,4.52,ud.
426,Aves y pollo,Contramuslos de pollo sin piel,Bandeja 900 g aprox.,4.01,ud.
427,Aves y pollo,Alas de pollo adobadas,Bandeja 680 g aprox.,3.33,ud.
428,Aves y pollo,Fajitas pollo y verduras,Bandeja 400 g,4.36,ud.
429,Aves y pollo,Alas de pollo,Bandeja 980 g aprox.,4.35,ud.
430,Aves y pollo,Contramuslos de pollo marinados con piel,Bandeja 600 g aprox.,2.33,ud.
431,Aves y pollo,Carcasa de pollo certificado alimentado con un 50% de maíz,Bandeja 750 g aprox.,6.0,ud.
432,Aves y pollo,Pollo entero troceado,"Bandeja 1,5 kg aprox.",5.29,ud.
433,Aves y pollo,Jamoncitos de pollo certificado alimentado con un 50% de maíz,Bandeja 850 g aprox.,8.14,ud.
434,Aves y pollo,Pollo certificado entero alimentado con un 50% de maíz,"Bandeja 1,8 kg aprox.",5.41,ud.
435,Aves y pollo,Medio pollo certificado troceado alimentado con un 50% de maíz,Bandeja 950 g aprox.,4.87,ud.
436,Aves y pollo,Pechugas enteras de pollo certificado alimentado con un 50% de maíz,Bandeja 550 g aprox.,4.35,ud.
437,Aves y pollo,Alas partidas de pollo certificado alimentado con un 50% de maíz,Bandeja 590 g aprox.,1.57,ud.
438,Aves y pollo,Mollejas de pollo,Tarrina 300 g aprox.,2.01,ud.
439,Aves y pollo,Sangre hervida de pollo,Paquete 500 g,1.82,ud.
440,Aves y pollo,Patas de pollo,Bandeja 450 g aprox.,7.36,ud.
441,Aves y pollo,Picantones de pollo,Bandeja 800 g aprox.,4.58,ud.
442,Aves y pollo,Contramuslos deshuesados y sin piel de pollo certificado alimentado con un 50% de maíz,Bandeja 550 g aprox.,4.98,ud.
443,Aves y pollo,Muslos deshuesados con piel de pollo certificado alimentado con un 50% de maíz,Bandeja 600 g aprox.,4.46,ud.
444,Aves y pollo,Filetes pechuga de pollo extra tiernos,Bandeja 560 g aprox.,5.53,ud.
445,Aves y pollo,Solomillos de pollo certificado alimentado con un 50% de maíz,Bandeja 500 g aprox.,4.55,ud.
446,Aves y pollo,Pechugas de pollo rellenas de jamón y queso empanadas sin gluten,Bandeja 450 g aprox.,2.96,ud.
447,Aves y pollo,Lagrimitas de pollo al limón empanadas sin gluten,Bandeja 340 g aprox.,3.93,ud.
448,Vacuno,Filetes de vacuno 1º B añojo para plancha o guisar,Bandeja 500 g aprox.,6.65,ud.
449,Vacuno,Tacos de vacuno añojo para guisar,Bandeja 600 g aprox.,7.38,ud.
450,Vacuno,Lomo de vacuno añojo para plancha,Bandeja 500 g aprox.,9.1,ud.
451,Vacuno,Filetes de vacuno al ajillo,Bandeja 450 g aprox.,7.11,ud.
452,Vacuno,Solomillo de vacuno añojo para plancha,Bandeja 300 g aprox.,11.07,ud.
453,Vacuno,Carpaccio de vacuno,Bandeja 110 g,3.75,ud.
454,Vacuno,Filetes de vacuno añojo para plancha,Bandeja 500 g aprox.,7.5,ud.
455,Vacuno,Entrecot de vacuno añojo fino para barbacoa o plancha,Bandeja 500 g aprox.,10.95,ud.
456,Vacuno,Entrecot de vacuno añojo grueso para barbacoa o plancha,Bandeja 380 g aprox.,8.32,ud.
457,Vacuno,Churrasco de vacuno añojo para barbacoa o plancha,Bandeja 500 g aprox.,5.95,ud.
458,Vacuno,Filetes hígado de vacuno añojo,Bandeja 600 g aprox.,5.52,ud.
459,Vacuno,Filetes de vacuno añojo para empanar,Bandeja 500 g aprox.,7.4,ud.
460,Vacuno,Entrecot de vacuno angus para barbacoa o plancha,Bandeja 330 g aprox.,11.22,ud.
461,Vacuno,Chuletón de vacuno añojo para barbacoa o plancha,Bandeja 550 g aprox.,10.45,ud.
462,Conejo y cordero,Medio conejo troceado,Bandeja 600 g aprox.,5.31,ud.
463,Conejo y cordero,Conejo entero,"Pieza 1,3 kg aprox.",10.21,ud.
464,Conejo y cordero,Conejo entero troceado,"Bandeja 1,3 kg aprox.",11.64,ud.
465,Conejo y cordero,Cuatro hígados de conejo,Bandeja 250 g aprox.,2.7,ud.
466,Conejo y cordero,Paletillas de conejo,Bandeja 400 g aprox.,6.78,ud.
467,Conejo y cordero,Muslos de conejo,Bandeja 400 g aprox.,4.78,ud.
468,Conejo y cordero,Lomos de conejo,Bandeja 400 g aprox.,5.3,ud.
469,Conejo y cordero,Costillas de conejo partidas,Bandeja 400 g aprox.,3.38,ud.
470,Conejo y cordero,Chuletas de cordero palo y riñonada,Bandeja 760 g aprox.,19.38,ud.
471,Conejo y cordero,Chuletas de cordero mixtas,Bandeja 850 g aprox.,17.0,ud.
472,Conejo y cordero,Chuletas de cordero pierna,Bandeja 800 g aprox.,15.2,ud.
473,Conejo y cordero,Chuletas de cordero paletilla,Bandeja 540 g aprox.,11.07,ud.
474,Conejo y cordero,Filetes hígado de cordero,Bandeja 200 g aprox.,2.16,ud.
475,Conejo y cordero,Garretas brazuelo de cordero,Bandeja 460 g aprox.,5.98,ud.
476,Conejo y cordero,Cuello de cordero,Bandeja 410 g aprox.,5.33,ud.
477,Conejo y cordero,Churrasco de cordero,Bandeja 500 g aprox.,6.5,ud.
478,Embutido,Longaniza magro fresca,Bandeja 535 g aprox.,3.37,ud.
479,Embutido,Longaniza fresca sin tripa,Bandeja 560 g,3.3,ud.
480,Embutido,Longaniza fresca de pollo,Bandeja 550 g aprox.,4.13,ud.
481,Embutido,Morcilla de cebolla oreada,Bandeja 280 g aprox.,1.9,ud.
482,Embutido,Botifarrón de carne,Bandeja 350 g aprox.,2.62,ud.
483,Embutido,Chorizo oreado,Bandeja 360 g aprox.,2.57,ud.
484,Embutido,Chistorra,Paquete 220 g,1.55,ud.
485,Embutido,Longaniza roja fresca,Bandeja 270 g aprox.,2.03,ud.
486,Embutido,Longaniza fresca estilo criollo,Bandeja 380 g aprox.,2.96,ud.
487,Embutido,Butifarra fresca,Bandeja 640 g aprox.,3.68,ud.
488,Embutido,Embutido surtido oreado,Bandeja 500 g aprox.,3.88,ud.
489,Embutido,Morcilla de arroz y cebolla,Paquete 300 g aprox.,1.63,ud.
490,Embutido,Embutido blanco,Bandeja 350 g aprox.,2.55,ud.
491,Embutido,Chorizo aperitivo,Bandeja 300 g aprox.,2.59,ud.
492,Embutido,Chorizo picante aperitivo,Bandeja 375 g aprox.,3.24,ud.
493,Hamburguesas y picadas,Burger de cerdo,Bandeja 6 ud. (540 g),3.0,ud.
494,Hamburguesas y picadas,Burger de vacuno y cerdo,Bandeja 6 ud. (540 g),3.78,ud.
495,Hamburguesas y picadas,Burger de vacuno,Bandeja 6 ud. (540 g),4.4,ud.
496,Hamburguesas y picadas,Burger de pollo,Bandeja 6 ud. (540 g),3.99,ud.
497,Hamburguesas y picadas,Burger de vacuno gruesas,Bandeja 2 ud. (360 g),3.78,ud.
498,Hamburguesas y picadas,Burger de vacuno y cerdo con jamón y cebolla caramelizada,Bandeja 2 ud. (240 g),2.5,ud.
499,Hamburguesas y picadas,Burger de pavo y espinacas,Bandeja 2 ud. (240 g),2.37,ud.
500,Hamburguesas y picadas,Burger de pavo y pollo,Bandeja 6 ud. (540 g),4.11,ud.
501,Hamburguesas y picadas,Mini burgers de pollo,Bandeja 8 ud. (280 g),2.7,ud.
502,Hamburguesas y picadas,Mini burgers de vacuno y cerdo,Bandeja 8 ud. (280 g),2.59,ud.
503,Hamburguesas y picadas,Burger de vacuno y cerdo gruesas,Bandeja 2 ud. (360 g),3.15,ud.
504,Hamburguesas y picadas,Burger de pollo certificado gruesas alimentado con un 50% de maíz,Bandeja 2 ud. (360 g),3.52,ud.
505,Hamburguesas y picadas,Burger de cerdo ibérico gruesas,Bandeja 2 ud. (360 g),3.14,ud.
506,Hamburguesas y picadas,Burger de pollo y zanahoria,Bandeja 2 ud. (240 g),2.31,ud.
507,Hamburguesas y picadas,Burger de vacuno angus gruesa,Bandeja 2 ud. (360 g),4.81,ud.
508,Hamburguesas y picadas,Burger Crunchy Chicken,Bandeja 2 ud. (240 g),2.15,ud.
509,Hamburguesas y picadas,Hamburguesa de lomo de vacuno,Paquete 2 ud. (240 g),3.7,ud.
510,Hamburguesas y picadas,Preparado de carne picada vacuno y cerdo,Bandeja 500 g,3.6,ud.
511,Hamburguesas y picadas,Preparado de carne picada vacuno y cerdo,Bandeja 1 kg,6.5,ud.
512,Hamburguesas y picadas,Preparado de carne picada cerdo,Bandeja 500 g,2.95,ud.
513,Hamburguesas y picadas,Preparado de carne picada vacuno,Bandeja 500 g,3.95,ud.
514,Hamburguesas y picadas,Preparado de carne picada vacuno,Bandeja 1 kg,7.3,ud.
515,Hamburguesas y picadas,Preparado de carne picada pollo y pavo,Bandeja 500 g,3.7,ud.
516,Hamburguesas y picadas,Albóndigas de cerdo,Bandeja 24 ud. (840 g),4.55,ud.
517,Hamburguesas y picadas,Albóndigas de pollo,Bandeja 840 g,6.2,ud.
518,Empanados y elaborados,Nuggets de pollo Hacendado ultracongelados,Paquete 500 g,2.7,ud.
519,Empanados y elaborados,Delicias de pollo Hacendado ultracongeladas,Paquete 500 g,3.75,ud.
520,Empanados y elaborados,Croquetas de cocido Hacendado ultracongeladas,Paquete 350 g,1.9,ud.
521,Empanados y elaborados,Nuggets de pavo Hacendado ultracongelados,Paquete 400 g,3.2,ud.
522,Empanados y elaborados,Pollo marinado rebozado Crispy American Style Hacendado ultracongeladas,Paquete 500 g,4.9,ud.
523,Empanados y elaborados,Brochetas de pollo,Bandeja 370 g aprox.,3.2,ud.
524,Empanados y elaborados,Flautas de pollo y queso,Bandeja 280 g,2.0,ud.
525,Empanados y elaborados,Flautas de bacón y queso,Bandeja 280 g,2.0,ud.
526,Empanados y elaborados,Lomo de cerdo adobado,Bandeja 470 g aprox.,3.38,ud.
527,Empanados y elaborados,Lomo de cerdo adobado familiar,Bandeja 900 g aprox.,6.08,ud.
528,Empanados y elaborados,San Jacobos de cerdo sin gluten,Bandeja 400 g aprox.,2.52,ud.
529,Empanados y elaborados,Pechugas de pollo finas hierbas marinadas,Bandeja 650 g aprox.,4.81,ud.
530,Empanados y elaborados,Medallones pechuga de pollo marinado,Bandeja 650 g aprox.,4.52,ud.
531,Empanados y elaborados,Pechugas de pollo marinadas empanadas sin gluten,Bandeja 360 g aprox.,2.83,ud.
532,Empanados y elaborados,Pinchos de cerdo sin varilla,Bandeja 510 g aprox.,4.28,ud.
533,Empanados y elaborados,Medallones preparado de solomillo cerdo provenzal,Bandeja 400 g aprox.,4.2,ud.
534,Empanados y elaborados,Filetes de vacuno al ajillo,Bandeja 450 g aprox.,7.11,ud.
535,Empanados y elaborados,Alas de pollo adobadas,Bandeja 680 g aprox.,3.33,ud.
536,Empanados y elaborados,Fiambre de magro de cerdo adobado,Paquete 370 g,2.68,ud.
537,Empanados y elaborados,Chuletas de pavo al ajillo,Bandeja 600 g aprox.,4.14,ud.
538,Empanados y elaborados,Costilla de cerdo ibérico adobada,Bandeja 600 g aprox.,4.11,ud.
539,Empanados y elaborados,Brochetas de pavo,Bandeja 500 g aprox.,4.35,ud.
540,Empanados y elaborados,Filetes lomo al ajillo,Bandeja 500 g aprox.,3.88,ud.
541,Empanados y elaborados,Pechugas de pavo pimentón,Bandeja 580 g aprox.,4.92,ud.
542,Empanados y elaborados,Contramuslos de pollo marinados con piel,Bandeja 600 g aprox.,4.35,ud.
543,Empanados y elaborados,Chuletas de cerdo sajonia,Bandeja 290 g aprox.,2.77,ud.
544,Empanados y elaborados,Callos preparados de ternera Rogusa,Paquete 500 g,3.4,ud.
545,Empanados y elaborados,Oreja de cerdo cocida adobada Rogusa,Paquete 500 g,3.9,ud.
546,Empanados y elaborados,Lagrimitas de pollo al limón empanadas sin gluten,Bandeja 340 g aprox.,2.96,ud.
547,Empanados y elaborados,Pechugas de pollo rellenas de jamón y queso empanadas sin gluten,Bandeja 450 g aprox.,4.55,ud.
548,Empanados y elaborados,Solomillos de pollo marinados empanados sin gluten,Bandeja 465 g aprox.,3.93,ud.
549,Empanados y elaborados,Libritos de cerdo rellenos de pimiento verde y jamón curado empanados sin gluten,Bandeja 380 g aprox.,3.84,ud.
550,Empanados y elaborados,Lomo de cerdo marinado empanado,Bandeja 400 g aprox.,3.3,ud.
551,Arreglos,"Arreglo para puchero vacuno, cerdo y pollo",Bandeja 1 kg aprox.,5.4,ud.
552,Arreglos,Arreglo para arroz al horno,Bandeja 850 g aprox.,6.16,ud.
553,Arreglos,Pelota para cocido de cerdo,Bandeja 280 g aprox.,2.03,ud.
554,Arreglos,Hueso garrón Incarlopsa,290 g aprox.,1.16,pack
555,Arreglos,Hueso vacuno,Bandeja 250 g aprox.,1.05,ud.
556,Arreglos,Trozo de vacuno para cocido,Bandeja 300 g aprox.,3.84,ud.
557,Arreglos,Compango asturiano,Paquete 250 g,2.65,ud.
558,Arreglos,Osobuco de cerdo,Bandeja 150 g aprox.,0.89,ud.
559,Arreglos,Espinazo de cerdo,Bandeja 180 g aprox.,0.77,ud.
560,Arreglos,Arreglo para paella con pollo y conejo,Bandeja 1 kg aprox.,6.89,ud.
561,Arreglos,Gallina un cuarto de pieza pesada,Bandeja 600 g aprox.,2.87,ud.
562,Arreglos,Manos de cerdo,Bandeja 500 g aprox.,3.1,ud.
563,Arreglos,Costilla de vacuno,Bandeja 250 g aprox.,2.88,ud.
564,Arreglos,Tocino de cerdo,Paquete 190 g aprox.,0.86,ud.
565,Arreglos,Chorizo asturiano,Paquete 250 g,2.78,ud.
566,Arreglos,Hueso blanco de cerdo salado,Bandeja 350 g aprox.,1.49,ud.
567,Arreglos,Rabo de cerdo,Bandeja 250 g aprox.,1.24,ud.
568,Carne congelada,Jamoncitos de pollo congelados,Paquete 1 kg,3.1,ud.
569,Carne congelada,Alas de pollo congeladas,Paquete 1 kg,3.4,ud.
570,Carne congelada,Medallones preparado de solomillo cerdo congelados marinados,Paquete 300 g aprox.,3.11,ud.
571,Carne congelada,Solomillo de pavo marinado congelado,Paquete 350 g aprox.,2.76,ud.
572,Carne congelada,Cuartos traseros de pollo congelados,Paquete 2 kg,5.8,ud.
573,Carne congelada,Solomillo de cerdo marinado congelado,Paquete 800 g aprox.,6.24,ud.
574,Carne congelada,Jamoncitos de pavo duplo congelados,Paquete 670 g aprox.,2.91,ud.
575,Carne congelada,Yemas de gallina congeladas,Tarrina 250 g,2.17,ud.
576,Carne congelada,Chuletas de cordero palo o riñonada congeladas,Paquete 600 g aprox.,11.37,ud.
577,Carne congelada,Paletilla de cordero entera congelada,"Pieza 1,2 kg aprox.",17.4,ud.
578,Carne congelada,Paletilla de lechal entera congelada,Pieza 650 g aprox.,16.84,ud.
579,Carne congelada,Pierna de lechal entera congelada,Pieza 650 g aprox.,9.04,ud.
580,Carne congelada,Chuletas cordero de lechal congeladas,Paquete 550 g aprox.,12.65,ud.
581,Carne congelada,Carrillada de cerdo congelada,Paquete 460 g aprox.,5.75,ud.
582,Carne congelada,Carrillada de vacuno congelado,Paquete 600 g aprox.,8.7,ud.
583,Carne congelada,Pechugas de pollo enteras congeladas,Paquete 1 kg aprox.,5.65,ud.
584,Aves y jamón cocido,Pechuga de pavo 92% lonchas,Paquete 200 g,2.55,ud.
585,Aves y jamón cocido,Pechuga de pavo bajo en sal Hacendado finas lonchas,2 paquetes x 200 g,3.37,pack
586,Aves y jamón cocido,Pechuga de pavo bajo en sal Hacendado finas lonchas,Paquete 225 g,2.22,ud.
587,Aves y jamón cocido,Pechuga de pavo Hacendado finas lonchas,2 paquetes x 200 g,3.37,pack
588,Aves y jamón cocido,Pechuga de pavo finas lonchas Hacendado,Paquete 200 g,2.07,ud.
589,Aves y jamón cocido,Salchichón de pavo extra Hacendado lonchas,"4 paquetes x 37,5 g",2.38,pack
590,Aves y jamón cocido,Pechuga de pavo 0% m.g Hacendado al corte,Paquete 200 g,2.09,ud.
591,Aves y jamón cocido,Lomo de pavo Hacendado lonchas,4 paquetes x 25 g,2.49,pack
592,Aves y jamón cocido,Longaniza de pavo extra Hacendado lonchas,"4 paquetes x 31,25 g",2.38,pack
593,Aves y jamón cocido,Tiras de pechuga pollo al horno Hacendado,Paquete 140 g,2.05,ud.
594,Aves y jamón cocido,Jamón de pavo Hacendado finas lonchas,Paquete 225 g,1.66,ud.
595,Aves y jamón cocido,Dados de pavo Hacendado,2 paquetes x 100 g,2.16,pack
596,Aves y jamón cocido,Tiras de pechuga de pollo al natural Hacendado,Paquete 140 g,2.05,ud.
597,Aves y jamón cocido,Sticks longaniza de pollo extra Hacendado,Paquete 50 g,1.1,ud.
598,Aves y jamón cocido,Pechuga de pollo braseada Hacendado finas lonchas,Paquete 200 g,2.15,ud.
